,precision,recall,f1-score,support,0;;;;;;;
Cerebro sano,0.5703125,0.7019230769230769,0.6293103448275862,104.0,;;;;;;;
Cerebro con HSVE,0.6736842105263158,0.5378151260504201,0.5981308411214953,119.0,;;;;;;;
accuracy,0.6143497757847534,0.6143497757847534,0.6143497757847534,0.6143497757847534,;;;;;;;
macro avg,0.6219983552631578,0.6198691014867486,0.6137205929745407,223.0,;;;;;;;
weighted avg,0.6254749822987963,0.6143497757847534,0.6126719549575198,223.0,;;;;;;;
TRAINING - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de entrenamiento: 180;;;;;;;
TRAINING - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de entrenamiento: 180;;;;;;;
VALIDACIÓN - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de validación: 67;;;;;;;
VALIDACIÓN - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de validación: 67;;;;;;;
TEST - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de test: 104;;;;;;;
TEST - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de test: 119;;;;;;;
Training-time,,,,,Duración del entrenamiento: 25 minutos y 24 segundos;;;;;;;
Accuracy,,,,,Model Accuracy: 0.6143497757847534;;;;;;;
AUC-ROC,,,,,AUC-ROC: 0.6576438267614738;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
__________________________________________________________________________________________________;;;;;;;Entrenando modelo de CNN...
"Model: ""sequential""";;;;;;;Epoch 1/30
_________________________________________________________________;;;;;;;2023-06-07 16:45:51.268271: I tensorflow/stream_executor/cuda/cuda_dnn.cc:384] Loaded cuDNN version 8100
 Layer (type)                Output Shape              Param #;;;;;;;2023-06-07 16:45:53.105301: I tensorflow/core/platform/default/subprocess.cc:304] Start cannot spawn child process: No such file or directory
=================================================================;;;;;;;2023-06-07 16:45:55.105714: W tensorflow/core/common_runtime/bfc_allocator.cc:360] Garbage collection: deallocate free memory regions (i.e., allocations) so that we can re-allocate a larger region to avoid OOM due to memory fragmentation. If you see this message frequently, you are running near the threshold of the available device memory and re-allocation may incur great performance overhead. You may try smaller batch sizes to observe the performance impact. Set TF_ENABLE_GPU_GARBAGE_COLLECTION=false if you'd like to disable this feature.
 conv2d_94 (Conv2D)          (None, 254, 254, 3)       30;;;;;;;2023-06-07 16:45:55.457501: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 1.74GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-07 16:45:55.478030: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.02GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 inception_v3 (Functional)   (None, None, None, 2048)  21802784;;;;;;;2023-06-07 16:45:56.009303: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 1.71GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-07 16:45:56.077428: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.00GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 flatten (Flatten)           (None, 73728)             0;;;;;;;45/45 [==============================] - ETA: 0s - loss: 0.4700 - accuracy: 0.7972 - precision: 0.80232023-06-07 16:46:11.348701: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 1.73GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-07 16:46:11.372835: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.01GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 dense (Dense)               (None, 256)               18874624;;;;;;;45/45 [==============================] - 27s 327ms/step - loss: 0.4700 - accuracy: 0.7972 - precision: 0.8023 - val_loss: 0.7102 - val_accuracy: 0.6493 - val_precision: 0.9545
;;;;;;;Epoch 2/30
 dense_1 (Dense)             (None, 512)               131584;;;;;;;45/45 [==============================] - 41s 929ms/step - loss: 0.0426 - accuracy: 0.9972 - precision: 1.0000 - val_loss: 1.0088 - val_accuracy: 0.6642 - val_precision: 1.0000
;;;;;;;Epoch 3/30
 dense_2 (Dense)             (None, 1)                 513;;;;;;;45/45 [==============================] - 96s 2s/step - loss: 0.0065 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 1.0288 - val_accuracy: 0.6642 - val_precision: 1.0000
;;;;;;;Epoch 4/30
=================================================================;;;;;;;45/45 [==============================] - 111s 2s/step - loss: 0.0020 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.6139 - val_accuracy: 0.7388 - val_precision: 0.9444
Total params: 40,809,535;;;;;;;Epoch 5/30
Trainable params: 19,006,751;;;;;;;45/45 [==============================] - 107s 2s/step - loss: 0.0011 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7740 - val_accuracy: 0.6866 - val_precision: 0.9310
Non-trainable params: 21,802,784;;;;;;;Epoch 6/30
_________________________________________________________________;;;;;;;45/45 [==============================] - 107s 2s/step - loss: 6.9896e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.7769 - val_accuracy: 0.6940 - val_precision: 0.9333
;;;;;;;Epoch 7/30
;;;;;;;45/45 [==============================] - 106s 2s/step - loss: 5.1959e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.8126 - val_accuracy: 0.6866 - val_precision: 0.9310
;;;;;;;Epoch 8/30
;;;;;;;45/45 [==============================] - 136s 3s/step - loss: 4.0639e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.8681 - val_accuracy: 0.6866 - val_precision: 0.9310
;;;;;;;Epoch 9/30
;;;;;;;45/45 [==============================] - 116s 3s/step - loss: 3.3504e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.8819 - val_accuracy: 0.6866 - val_precision: 0.9310
;;;;;;;Epoch 10/30
;;;;;;;45/45 [==============================] - 101s 2s/step - loss: 2.7499e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.8871 - val_accuracy: 0.6866 - val_precision: 0.9310
;;;;;;;Epoch 11/30
;;;;;;;45/45 [==============================] - 155s 3s/step - loss: 2.2478e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.9005 - val_accuracy: 0.6866 - val_precision: 0.9310
;;;;;;;Epoch 12/30
;;;;;;;45/45 [==============================] - 210s 5s/step - loss: 1.8970e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.9343 - val_accuracy: 0.6791 - val_precision: 0.9286
;;;;;;;Epoch 13/30
;;;;;;;45/45 [==============================] - 107s 2s/step - loss: 1.5920e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.9534 - val_accuracy: 0.6791 - val_precision: 0.9286
;;;;;;;Epoch 14/30
;;;;;;;45/45 [==============================] - 103s 2s/step - loss: 1.3625e-04 - accuracy: 1.0000 - precision: 1.0000 - val_loss: 0.9639 - val_accuracy: 0.6791 - val_precision: 0.9286
;;;;;;;Modelo entrenado
;;;;;;;Duraci�n del entrenamiento: 25 minutos y 24 segundos
