,precision,recall,f1-score,support,0;;;;;;;
Cerebro sano,0.7129629629629629,0.7403846153846154,0.7264150943396226,104.0,;;;;;;;
Cerebro con HSVE,0.7652173913043478,0.7394957983193278,0.7521367521367521,119.0,;;;;;;;
accuracy,0.7399103139013453,0.7399103139013453,0.7399103139013453,0.7399103139013453,;;;;;;;
macro avg,0.7390901771336553,0.7399402068519716,0.7392759232381874,223.0,;;;;;;;
weighted avg,0.7408476130644195,0.7399103139013453,0.7401410014152208,223.0,;;;;;;;
TRAINING - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de entrenamiento: 180;;;;;;;
TRAINING - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de entrenamiento: 180;;;;;;;
VALIDACIÓN - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de validación: 67;;;;;;;
VALIDACIÓN - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de validación: 67;;;;;;;
TEST - 0,,,,,Número de ejemplos de la clase 0 en el conjunto de test: 104;;;;;;;
TEST - 1,,,,,Número de ejemplos de la clase 1 en el conjunto de test: 119;;;;;;;
Training-time,,,,,Duración del entrenamiento: 14 minutos y 1 segundos;;;;;;;
Accuracy,,,,,Model Accuracy: 0.7399103139013453;;;;;;;
AUC-ROC,,,,,AUC-ROC: 0.8284583063994828;;;;;;;
;;;;;;;
;;;;;;;
__________________________________________________________________________________________________;;;;;;;Entrenando modelo de CNN...
"Model: ""sequential""";;;;;;;Epoch 1/30
_________________________________________________________________;;;;;;;2023-06-07 14:57:26.534513: I tensorflow/stream_executor/cuda/cuda_dnn.cc:384] Loaded cuDNN version 8100
 Layer (type)                Output Shape              Param #;;;;;;;2023-06-07 14:57:27.458078: I tensorflow/core/platform/default/subprocess.cc:304] Start cannot spawn child process: No such file or directory
=================================================================;;;;;;;2023-06-07 14:57:28.966782: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 1.11GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 conv2d (Conv2D)             (None, 254, 254, 3)       30;;;;;;;2023-06-07 14:57:28.985699: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.28GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-07 14:57:29.014428: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.30GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
 resnet50 (Functional)       (None, None, None, 2048)  23587712;;;;;;;2023-06-07 14:57:29.281692: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 2.30GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
;;;;;;;2023-06-07 14:57:29.319027: W tensorflow/core/common_runtime/bfc_allocator.cc:290] Allocator (GPU_0_bfc) ran out of memory trying to allocate 1.11GiB with freed_by_count=0. The caller indicates that this is not a failure, but this may mean that there could be performance gains if more memory were available.
